"COU","Country","IND","Indicator","SEX","Sex","AGE","Age Group","TIME","Time","Unit Code","Unit","PowerCode Code","PowerCode","Reference Period Code","Reference Period","Value","Flag Codes","Flags"
"IRL","Ireland","EMP7","Full-time equivalent employment rate, by sex","WOMEN","Women","1564","15-64","2018","2018","PC","Percentage","0","Units",,,49.9,,
"ITA","Italy","EMP7","Full-time equivalent employment rate, by sex","MEN","Men","1564","15-64","2018","2018","PC","Percentage","0","Units",,,68.2,,
"ITA","Italy","EMP7","Full-time equivalent employment rate, by sex","WOMEN","Women","1564","15-64","2018","2018","PC","Percentage","0","Units",,,40.2,,
"KOR","Korea","EMP7","Full-time equivalent employment rate, by sex","MEN","Men","1564","15-64","2018","2018","PC","Percentage","0","Units",,,84.7,,
"KOR","Korea","EMP7","Full-time equivalent employment rate, by sex","WOMEN","Women","1564","15-64","2018","2018","PC","Percentage","0","Units",,,58.1,,
"LUX","Luxembourg","EMP7","Full-time equivalent employment rate, by sex","MEN","Men","1564","15-64","2018","2018","PC","Percentage","0","Units",,,70.8,,
"LUX","Luxembourg","EMP7","Full-time equivalent employment rate, by sex","WOMEN","Women","1564","15-64","2018","2018","PC","Percentage","0","Units",,,53.2,,
"MEX","Mexico","EMP7","Full-time equivalent employment rate, by sex","MEN","Men","1564","15-64","2018","2018","PC","Percentage","0","Units",,,92.3,,
"MEX","Mexico","EMP7","Full-time equivalent employment rate, by sex","WOMEN","Women","1564","15-64","2018","2018","PC","Percentage","0","Units",,,43.3,,
"NLD","Netherlands","EMP7","Full-time equivalent employment rate, by sex","MEN","Men","1564","15-64","2018","2018","PC","Percentage","0","Units",,,71.6,,
"NLD","Netherlands","EMP7","Full-time equivalent employment rate, by sex","WOMEN","Women","1564","15-64","2018","2018","PC","Percentage","0","Units",,,44.8,,
"NZL","New Zealand","EMP7","Full-time equivalent employment rate, by sex","MEN","Men","1564","15-64","2018","2018","PC","Percentage","0","Units",,,86.4,,
"NZL","New Zealand","EMP7","Full-time equivalent employment rate, by sex","WOMEN","Women","1564","15-64","2018","2018","PC","Percentage","0","Units",,,60.1,,
"NOR","Norway","EMP7","Full-time equivalent employment rate, by sex","MEN","Men","1564","15-64","2017","2017","PC","Percentage","0","Units",,,69,,
"NOR","Norway","EMP7","Full-time equivalent employment rate, by sex","MEN","Men","1564","15-64","2018","2018","PC","Percentage","0","Units",,,70.3,,
"NOR","Norway","EMP7","Full-time equivalent employment rate, by sex","WOMEN","Women","1564","15-64","2017","2017","PC","Percentage","0","Units",,,57.6,,
"NOR","Norway","EMP7","Full-time equivalent employment rate, by sex","WOMEN","Women","1564","15-64","2018","2018","PC","Percentage","0","Units",,,57.4,,
"POL","Poland","EMP7","Full-time equivalent employment rate, by sex","MEN","Men","1564","15-64","2018","2018","PC","Percentage","0","Units",,,77.7,,
"POL","Poland","EMP7","Full-time equivalent employment rate, by sex","WOMEN","Women","1564","15-64","2018","2018","PC","Percentage","0","Units",,,57.4,,
"PRT","Portugal","EMP7","Full-time equivalent employment rate, by sex","MEN","Men","1564","15-64","2018","2018","PC","Percentage","0","Units",,,76.2,,
"PRT","Portugal","EMP7","Full-time equivalent employment rate, by sex","WOMEN","Women","1564","15-64","2018","2018","PC","Percentage","0","Units",,,62.2,,
"SVK","Slovak Republic","EMP7","Full-time equivalent employment rate, by sex","MEN","Men","1564","15-64","2018","2018","PC","Percentage","0","Units",,,75.6,,
"SVK","Slovak Republic","EMP7","Full-time equivalent employment rate, by sex","WOMEN","Women","1564","15-64","2018","2018","PC","Percentage","0","Units",,,58.1,,
"ESP","Spain","EMP7","Full-time equivalent employment rate, by sex","MEN","Men","1564","15-64","2018","2018","PC","Percentage","0","Units",,,69.4,,
"ESP","Spain","EMP7","Full-time equivalent employment rate, by sex","WOMEN","Women","1564","15-64","2018","2018","PC","Percentage","0","Units",,,49,,
"SWE","Sweden","EMP7","Full-time equivalent employment rate, by sex","MEN","Men","1564","15-64","2018","2018","PC","Percentage","0","Units",,,75.4,,
"SWE","Sweden","EMP7","Full-time equivalent employment rate, by sex","WOMEN","Women","1564","15-64","2018","2018","PC","Percentage","0","Units",,,65.7,,
"CHE","Switzerland","EMP7","Full-time equivalent employment rate, by sex","MEN","Men","1564","15-64","2018","2018","PC","Percentage","0","Units",,,84.7,,
"CHE","Switzerland","EMP7","Full-time equivalent employment rate, by sex","WOMEN","Women","1564","15-64","2018","2018","PC","Percentage","0","Units",,,56.1,,
"TUR","Türkiye","EMP7","Full-time equivalent employment rate, by sex","MEN","Men","1564","15-64","2018","2018","PC","Percentage","0","Units",,,85.4,,
"TUR","Türkiye","EMP7","Full-time equivalent employment rate, by sex","WOMEN","Women","1564","15-64","2018","2018","PC","Percentage","0","Units",,,33.2,,
"GBR","United Kingdom","EMP7","Full-time equivalent employment rate, by sex","MEN","Men","1564","15-64","2018","2018","PC","Percentage","0","Units",,,81.3,,
"GBR","United Kingdom","EMP7","Full-time equivalent employment rate, by sex","WOMEN","Women","1564","15-64","2018","2018","PC","Percentage","0","Units",,,56.1,,
"USA","United States","EMP7","Full-time equivalent employment rate, by sex","MEN","Men","1564","15-64","2018","2018","PC","Percentage","0","Units",,,77.2,,
"USA","United States","EMP7","Full-time equivalent employment rate, by sex","WOMEN","Women","1564","15-64","2018","2018","PC","Percentage","0","Units",,,59.4,,
"BRA","Brazil","EMP7","Full-time equivalent employment rate, by sex","MEN","Men","1564","15-64","2016","2016","PC","Percentage","0","Units",,,75.2,,
"BRA","Brazil","EMP7","Full-time equivalent employment rate, by sex","MEN","Men","1564","15-64","2017","2017","PC","Percentage","0","Units",,,74.1,,
"BRA","Brazil","EMP7","Full-time equivalent employment rate, by sex","MEN","Men","1564","15-64","2018","2018","PC","Percentage","0","Units",,,74.5,,
"BRA","Brazil","EMP7","Full-time equivalent employment rate, by sex","WOMEN","Women","1564","15-64","2016","2016","PC","Percentage","0","Units",,,48.2,,
"BRA","Brazil","EMP7","Full-time equivalent employment rate, by sex","WOMEN","Women","1564","15-64","2017","2017","PC","Percentage","0","Units",,,47.6,,
"BRA","Brazil","EMP7","Full-time equivalent employment rate, by sex","WOMEN","Women","1564","15-64","2018","2018","PC","Percentage","0","Units",,,47.2,,
"CHL","Chile","EMP7","Full-time equivalent employment rate, by sex","MEN","Men","1564","15-64","2018","2018","PC","Percentage","0","Units",,,79,,
"CHL","Chile","EMP7","Full-time equivalent employment rate, by sex","WOMEN","Women","1564","15-64","2018","2018","PC","Percentage","0","Units",,,50.8,,
"COL","Colombia","EMP7","Full-time equivalent employment rate, by sex","MEN","Men","1564","15-64","2018","2018","PC","Percentage","0","Units",,,94.8,,
"COL","Colombia","EMP7","Full-time equivalent employment rate, by sex","WOMEN","Women","1564","15-64","2018","2018","PC","Percentage","0","Units",,,55.5,,
"CRI","Costa Rica","EMP7","Full-time equivalent employment rate, by sex","MEN","Men","1564","15-64","2018","2018","PC","Percentage","0","Units",,,87.6,,
"CRI","Costa Rica","EMP7","Full-time equivalent employment rate, by sex","WOMEN","Women","1564","15-64","2018","2018","PC","Percentage","0","Units",,,42.7,,
"EST","Estonia","EMP7","Full-time equivalent employment rate, by sex","MEN","Men","1564","15-64","2018","2018","PC","Percentage","0","Units",,,77.4,,
"EST","Estonia","EMP7","Full-time equivalent employment rate, by sex","WOMEN","Women","1564","15-64","2018","2018","PC","Percentage","0","Units",,,66.2,,
"ISR","Israel","EMP7","Full-time equivalent employment rate, by sex","MEN","Men","1564","15-64","2018","2018","PC","Percentage","0","Units",,,79.8,,
"ISR","Israel","EMP7","Full-time equivalent employment rate, by sex","WOMEN","Women","1564","15-64","2018","2018","PC","Percentage","0","Units",,,60.7,,
"LVA","Latvia","EMP7","Full-time equivalent employment rate, by sex","MEN","Men","1564","15-64","2018","2018","PC","Percentage","0","Units",,,73.2,,
"LVA","Latvia","EMP7","Full-time equivalent employment rate, by sex","WOMEN","Women","1564","15-64","2018","2018","PC","Percentage","0","Units",,,65.2,,
"LTU","Lithuania","EMP7","Full-time equivalent employment rate, by sex","MEN","Men","1564","15-64","2018","2018","PC","Percentage","0","Units",,,72.3,,
"LTU","Lithuania","EMP7","Full-time equivalent employment rate, by sex","WOMEN","Women","1564","15-64","2018","2018","PC","Percentage","0","Units",,,66.5,,
"SVN","Slovenia","EMP7","Full-time equivalent employment rate, by sex","MEN","Men","1564","15-64","2018","2018","PC","Percentage","0","Units",,,75.4,,
"SVN","Slovenia","EMP7","Full-time equivalent employment rate, by sex","WOMEN","Women","1564","15-64","2018","2018","PC","Percentage","0","Units",,,62.3,,
"OAVG","OECD - Average","EMP7","Full-time equivalent employment rate, by sex","MEN","Men","1564","15-64","2018","2018","PC","Percentage","0","Units",,,76.4,,
"OAVG","OECD - Average","EMP7","Full-time equivalent employment rate, by sex","WOMEN","Women","1564","15-64","2018","2018","PC","Percentage","0","Units",,,53.4,,
"AUT","Austria","EMP7","Full-time equivalent employment rate, by sex","MEN","Men","1564","15-64","2019","2019","PC","Percentage","0","Units",,,79.2,,
"AUT","Austria","EMP7","Full-time equivalent employment rate, by sex","WOMEN","Women","1564","15-64","2019","2019","PC","Percentage","0","Units",,,54.9,,
"BEL","Belgium","EMP7","Full-time equivalent employment rate, by sex","MEN","Men","1564","15-64","2019","2019","PC","Percentage","0","Units",,,69.7,,
"BEL","Belgium","EMP7","Full-time equivalent employment rate, by sex","WOMEN","Women","1564","15-64","2019","2019","PC","Percentage","0","Units",,,50.9,,
"CZE","Czech Republic","EMP7","Full-time equivalent employment rate, by sex","MEN","Men","1564","15-64","2019","2019","PC","Percentage","0","Units",,,85.2,,
"CZE","Czech Republic","EMP7","Full-time equivalent employment rate, by sex","WOMEN","Women","1564","15-64","2019","2019","PC","Percentage","0","Units",,,64.8,,
"DNK","Denmark","EMP7","Full-time equivalent employment rate, by sex","MEN","Men","1564","15-64","2019","2019","PC","Percentage","0","Units",,,69.2,,
"DNK","Denmark","EMP7","Full-time equivalent employment rate, by sex","WOMEN","Women","1564","15-64","2019","2019","PC","Percentage","0","Units",,,55.5,,
"FIN","Finland","EMP7","Full-time equivalent employment rate, by sex","MEN","Men","1564","15-64","2019","2019","PC","Percentage","0","Units",,,72,,
"FIN","Finland","EMP7","Full-time equivalent employment rate, by sex","WOMEN","Women","1564","15-64","2019","2019","PC","Percentage","0","Units",,,61.8,,
"FRA","France","EMP7","Full-time equivalent employment rate, by sex","MEN","Men","1564","15-64","2019","2019","PC","Percentage","0","Units",,,68.7,,
"FRA","France","EMP7","Full-time equivalent employment rate, by sex","WOMEN","Women","1564","15-64","2019","2019","PC","Percentage","0","Units",,,53.5,,
"DEU","Germany","EMP7","Full-time equivalent employment rate, by sex","MEN","Men","1564","15-64","2019","2019","PC","Percentage","0","Units",,,78.3,,
"DEU","Germany","EMP7","Full-time equivalent employment rate, by sex","WOMEN","Women","1564","15-64","2019","2019","PC","Percentage","0","Units",,,55.3,,
"GRC","Greece","EMP7","Full-time equivalent employment rate, by sex","MEN","Men","1564","15-64","2019","2019","PC","Percentage","0","Units",,,72.3,,
"GRC","Greece","EMP7","Full-time equivalent employment rate, by sex","WOMEN","Women","1564","15-64","2019","2019","PC","Percentage","0","Units",,,44,,
"HUN","Hungary","EMP7","Full-time equivalent employment rate, by sex","MEN","Men","1564","15-64","2019","2019","PC","Percentage","0","Units",,,77.8,,
"HUN","Hungary","EMP7","Full-time equivalent employment rate, by sex","WOMEN","Women","1564","15-64","2019","2019","PC","Percentage","0","Units",,,60.7,,
"ISL","Iceland","EMP7","Full-time equivalent employment rate, by sex","MEN","Men","1564","15-64","2019","2019","PC","Percentage","0","Units",,,88.2,,
"ISL","Iceland","EMP7","Full-time equivalent employment rate, by sex","WOMEN","Women","1564","15-64","2019","2019","PC","Percentage","0","Units",,,69.5,,
"IRL","Ireland","EMP7","Full-time equivalent employment rate, by sex","MEN","Men","1564","15-64","2019","2019","PC","Percentage","0","Units",,,76.7,,
"IRL","Ireland","EMP7","Full-time equivalent employment rate, by sex","WOMEN","Women","1564","15-64","2019","2019","PC","Percentage","0","Units",,,50.7,,
"ITA","Italy","EMP7","Full-time equivalent employment rate, by sex","MEN","Men","1564","15-64","2019","2019","PC","Percentage","0","Units",,,68.4,,
"ITA","Italy","EMP7","Full-time equivalent employment rate, by sex","WOMEN","Women","1564","15-64","2019","2019","PC","Percentage","0","Units",,,40.9,,
"KOR","Korea","EMP7","Full-time equivalent employment rate, by sex","MEN","Men","1564","15-64","2019","2019","PC","Percentage","0","Units",,,83.2,,
"KOR","Korea","EMP7","Full-time equivalent employment rate, by sex","WOMEN","Women","1564","15-64","2019","2019","PC","Percentage","0","Units",,,56.6,,
"LUX","Luxembourg","EMP7","Full-time equivalent employment rate, by sex","MEN","Men","1564","15-64","2019","2019","PC","Percentage","0","Units",,,72.2,,
"LUX","Luxembourg","EMP7","Full-time equivalent employment rate, by sex","WOMEN","Women","1564","15-64","2019","2019","PC","Percentage","0","Units",,,55.1,,
"MEX","Mexico","EMP7","Full-time equivalent employment rate, by sex","MEN","Men","1564","15-64","2019","2019","PC","Percentage","0","Units",,,91.8,,
"MEX","Mexico","EMP7","Full-time equivalent employment rate, by sex","WOMEN","Women","1564","15-64","2019","2019","PC","Percentage","0","Units",,,44,,
"NLD","Netherlands","EMP7","Full-time equivalent employment rate, by sex","MEN","Men","1564","15-64","2019","2019","PC","Percentage","0","Units",,,72,,
"NLD","Netherlands","EMP7","Full-time equivalent employment rate, by sex","WOMEN","Women","1564","15-64","2019","2019","PC","Percentage","0","Units",,,46.2,,
"NZL","New Zealand","EMP7","Full-time equivalent employment rate, by sex","MEN","Men","1564","15-64","2019","2019","PC","Percentage","0","Units",,,86.1,,
"NZL","New Zealand","EMP7","Full-time equivalent employment rate, by sex","WOMEN","Women","1564","15-64","2019","2019","PC","Percentage","0","Units",,,61.3,,
"NOR","Norway","EMP7","Full-time equivalent employment rate, by sex","MEN","Men","1564","15-64","2019","2019","PC","Percentage","0","Units",,,69.6,,
"NOR","Norway","EMP7","Full-time equivalent employment rate, by sex","WOMEN","Women","1564","15-64","2019","2019","PC","Percentage","0","Units",,,57.4,,
"POL","Poland","EMP7","Full-time equivalent employment rate, by sex","MEN","Men","1564","15-64","2019","2019","PC","Percentage","0","Units",,,78.9,,
"POL","Poland","EMP7","Full-time equivalent employment rate, by sex","WOMEN","Women","1564","15-64","2019","2019","PC","Percentage","0","Units",,,58.7,,
"PRT","Portugal","EMP7","Full-time equivalent employment rate, by sex","MEN","Men","1564","15-64","2019","2019","PC","Percentage","0","Units",,,77.8,,
"PRT","Portugal","EMP7","Full-time equivalent employment rate, by sex","WOMEN","Women","1564","15-64","2019","2019","PC","Percentage","0","Units",,,64.6,,
"SVK","Slovak Republic","EMP7","Full-time equivalent employment rate, by sex","MEN","Men","1564","15-64","2019","2019","PC","Percentage","0","Units",,,76.5,,
"SVK","Slovak Republic","EMP7","Full-time equivalent employment rate, by sex","WOMEN","Women","1564","15-64","2019","2019","PC","Percentage","0","Units",,,59.3,,
"ESP","Spain","EMP7","Full-time equivalent employment rate, by sex","MEN","Men","1564","15-64","2019","2019","PC","Percentage","0","Units",,,69.7,,
"ESP","Spain","EMP7","Full-time equivalent employment rate, by sex","WOMEN","Women","1564","15-64","2019","2019","PC","Percentage","0","Units",,,50.2,,
"SWE","Sweden","EMP7","Full-time equivalent employment rate, by sex","MEN","Men","1564","15-64","2019","2019","PC","Percentage","0","Units",,,75.2,,
"SWE","Sweden","EMP7","Full-time equivalent employment rate, by sex","WOMEN","Women","1564","15-64","2019","2019","PC","Percentage","0","Units",,,66.3,,
